Sample	Coverage
dRNA_ONT_ES	0.9904306220095694
dRNA_ONT_ES	0.9880834160873883
dRNA_ONT_ES	0.9842209072978304
dRNA_ONT_ES	0.9803719008264463
dRNA_ONT_ES	0.9841112214498511
dRNA_ONT_ES	0.9782608695652174
dRNA_ONT_ES	0.974308300395257
dRNA_ONT_ES	0.9782608695652174
dRNA_ONT_ES	0.9707602339181287
dRNA_ONT_ES	0.9899175068744273
dRNA_ONT_ES	0.9900497512437811
dRNA_ONT_ES	0.9826175869120655
dRNA_ONT_ES	0.9410714285714286
dRNA_ONT_ES	0.9878787878787879
dRNA_ONT_ES	0.9904852521408183
dRNA_ONT_ES	0.5629139072847682
dRNA_ONT_ES	0.9892682926829269
dRNA_ONT_ES	0.9892578125
dRNA_ONT_ES	0.9711141678129299
dRNA_ONT_ES	0.9743589743589745
dRNA_ONT_ES	0.9775051124744377
dRNA_ONT_ES	0.9715832205683356
dRNA_ONT_ES	0.978448275862069
dRNA_ONT_ES	0.9897750511247444
dRNA_ONT_ES	1.0
dRNA_ONT_ES	0.9992690058479533
dRNA_ONT_ES	0.949264705882353
dRNA_ONT_ES	0.9835820895522389
dRNA_ONT_ES	0.8575096277278563
dRNA_ONT_ES	0.9989940649834022
dRNA_ONT_ES	0.7924207579242076
dRNA_ONT_ES	0.9988966900702106
dRNA_ONT_ES	0.9991686757003908
dRNA_ONT_ES	0.10684223685307104
dRNA_ONT_ES	0.9956289460903353
dRNA_ONT_ES	0.8999545247839928
dRNA_ONT_ES	0.9944190766108575
dRNA_ONT_ES	0.9932523616734144
dRNA_ONT_ES	0.9854227405247814
dRNA_ONT_ES	0.9830415754923414
dRNA_ONT_ES	0.9945263157894737
dRNA_ONT_ES	0.9719202898550725
dRNA_ONT_ES	0.96
dRNA_ONT_ES	0.9979748886188741
dRNA_ONT_ES	0.855421686746988
dRNA_ONT_ES	0.14591254752851712
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.22940226171243938
dRNA_ONT_ES	0.9770642201834863
dRNA_ONT_ES	0.9771784232365146
dRNA_ONT_ES	0.9781512605042016
dRNA_ONT_ES	0.9874371859296484
dRNA_ONT_ES	0.9910941475826973
dRNA_ONT_ES	0.9905362776025237
dRNA_ONT_ES	0.9826771653543308
dRNA_ONT_ES	0.9781144781144782
dRNA_ONT_ES	0.9821428571428572
dRNA_ONT_ES	0.9756521739130435
dRNA_ONT_ES	0.9840255591054314
dRNA_ONT_ES	0.9967475606705029
dRNA_ONT_ES	0.9972493123280821
dRNA_ONT_ES	0.9975006248437891
dRNA_ONT_ES	0.9640287769784173
dRNA_ONT_ES	0.9644128113879004
dRNA_ONT_ES	0.9840399002493766
dRNA_ONT_ES	0.9933174224343676
dRNA_ONT_ES	0.9940915805022157
dRNA_ONT_ES	0.9039026437263953
dRNA_ONT_ES	0.996935407826497
dRNA_ONT_ES	0.9795633999071064
dRNA_ONT_ES	0.7822931785195937
dRNA_ONT_ES	0.9831144465290806
dRNA_ONT_ES	0.9947089947089948
dRNA_ONT_ES	0.9852180339985219
dRNA_ONT_ES	0.9786392405063292
dRNA_ONT_ES	0.9960260115606937
dRNA_ONT_ES	0.7292035398230089
dRNA_ONT_ES	0.9638783269961978
dRNA_ONT_ES	0.9875706214689266
dRNA_ONT_ES	0.9959563283461383
dRNA_ONT_ES	0.9475982532751092
dRNA_ONT_ES	0.7612179487179487
dRNA_ONT_ES	0.8017366136034734
dRNA_ONT_ES	0.6351430239346176
dRNA_ONT_ES	0.9923451635351427
dRNA_ONT_ES	0.4709784411276948
dRNA_ONT_ES	0.992801047120419
dRNA_ONT_ES	0.992843201040989
dRNA_ONT_ES	0.9677871148459384
dRNA_ONT_ES	0.9724137931034483
dRNA_ONT_ES	0.980263157894737
dRNA_ONT_ES	0.975609756097561
dRNA_ONT_ES	0.9908592321755028
dRNA_ONT_ES	0.9482014388489209
dRNA_ONT_ES	0.9914015477214102
dRNA_ONT_ES	0.9738562091503268
dRNA_ONT_ES	0.9683377308707124
dRNA_ONT_ES	0.9326164874551972
dRNA_ONT_ES	0.9944162436548224
dRNA_ONT_ES	0.9885057471264368
dRNA_ONT_ES	0.9983333333333334
dRNA_ONT_ES	0.998
dRNA_ONT_ES	0.9983333333333334
dRNA_ONT_ES	0.9946666666666667
dRNA_ONT_ES	0.9940023990403839
dRNA_ONT_ES	0.9939271255060729
dRNA_ONT_ES	0.8524059846340477
dRNA_ONT_ES	0.9744186046511628
dRNA_ONT_ES	0.8128390596745028
dRNA_ONT_ES	0.4066147859922179
dRNA_ONT_ES	0.8211306765523633
dRNA_ONT_ES	0.9987654320987654
dRNA_ONT_ES	0.9894625922023182
dRNA_ONT_ES	0.9987501562304713
dRNA_ONT_ES	0.895375
dRNA_ONT_ES	0.99875
dRNA_ONT_ES	0.9845922585494176
dRNA_ONT_ES	0.9015562794064423
dRNA_ONT_ES	0.8782112274024739
dRNA_ONT_ES	0.751984126984127
dRNA_ONT_ES	0.0
dRNA_ONT_ES	1.0
dRNA_ONT_ES	1.0
dRNA_ONT_ES	1.0
dRNA_ONT_ES	1.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.3157894736842105
dRNA_ONT_ES	1.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.620971620971621
dRNA_ONT_ES	0.9888957433682912
dRNA_ONT_ES	1.0
dRNA_ONT_ES	1.0
dRNA_ONT_ES	1.0
dRNA_ONT_ES	0.9545216936748563
dRNA_ONT_ES	0.9784651527016445
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.9997715851987209
dRNA_ONT_ES	0.9956371986222733
dRNA_ONT_ES	0.8450592885375494
dRNA_ONT_ES	0.9550384093990059
dRNA_ONT_ES	0.9997688929974579
dRNA_ONT_ES	0.9978503869303526
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.9724188654960008
dRNA_ONT_ES	0.5327555816686251
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.9087988577547743
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.8734662576687117
dRNA_ONT_ES	0.9896969696969697
dRNA_ONT_ES	0.9624765478424016
dRNA_ONT_ES	0.9969135802469136
dRNA_ONT_ES	0.3396309314586995
dRNA_ONT_ES	0.9306590257879657
dRNA_ONT_ES	0.9982476635514019
dRNA_ONT_ES	0.9705426356589149
dRNA_ONT_ES	1.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	1.0
dRNA_ONT_ES	0.77737881508079
dRNA_ONT_ES	0.9724596391263058
dRNA_ONT_ES	0.9185938945420907
dRNA_ONT_ES	1.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	1.0
dRNA_ONT_ES	0.9966232513265799
dRNA_ONT_ES	0.6015244073306059
dRNA_ONT_ES	1.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.2313437857479308
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.15926892950391647
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.6137292877125027
dRNA_ONT_ES	0.9464980544747083
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.9994824016563147
dRNA_ONT_ES	0.7991307634164777
dRNA_ONT_ES	0.7756639668487475
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.0
dRNA_ONT_ES	0.7488038277511961
dRNA_ONT_ES	0.0
dRNA_ONT_ES	1.0
dRNA_ONT_ES	1.0
dRNA_ONT_ES	0.0
